year,amount_USD,project_title_description,donor_org,donor_org_type,recipient_org,recipient_org_type,recipient_location,recipient_location_iso3,source,source_id
2022,16705,"Humanitarian Support to Crisis-Affected Afghan Nationals in Pakistan, Iran and Tajikistan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Implementation of activities under IOM Project – ""Humanitarian support to crisis affected Afghan nationals in Pakistan, Iran and Tajikistan""  Reference Documents: PR No.: 4200228865 dated 28 March 2022 Project Implementation Agreement No.: 4200228865 IP",IOM,Multilateral: UN,NGO Akhtari bakht,NGOs: National,Tajikistan,TJK,IOM,4500206047
2022,19318,"Humanitarian Support to Crisis-Affected Afghan Nationals in Pakistan, Iran and Tajikistan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Implementation of activities under IOM Project – ""Humanitarian support to crisis affected Afghan nationals in Pakistan, Iran and Tajikistan""  Reference Documents: PR No.: 4200228891 dated 28 March 2022 Project Implementation Agreement No.: 4200228845 IP",IOM,Multilateral: UN,"Refugees, Children and Vulnerable",NGOs: National,Tajikistan,TJK,IOM,4500206049
2022,176000,"Strengthening the Response for US-bound Afghan Evacuees in Transit Center as Sayliyah in Doha, Qatar; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Provision Community-Based Services and Mental Health and Psychosocial Support to Assist Afghani People in Qatar Camps",IOM,Multilateral: UN,Qatar Red Crescent,Red Cross: National,Qatar,QAT,IOM,4500192882
2022,495694,"Strengthening the Response for US-bound Afghan Evacuees in Transit Center as Sayliyah in Doha, Qatar; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Provision of Educational Services for Afghan Children.  PRF REF No.: 4200357473; 4200360857 Project Implementation Agreement 1 July 2022 - 30 June 2023",IOM,Multilateral: UN,QATAR CHARITY,NGOs: International,Qatar,QAT,IOM,4500261015
2022,132164,"Strengthening the Response for US-bound Afghan Evacuees in Transit Center as Sayliyah in Doha, Qatar; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Implementing Partner to Provide Community-Based Services and Mental Health and Psychosocial Support to assist Afghani people.  PRF REF No.: 4200366247 Project Implementation Agreement (retroactive 1 Oct 2022)",IOM,Multilateral: UN,Qatar Red Crescent,Red Cross: National,Qatar,QAT,IOM,4500268864
2022,188604,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Provision of Emergency Health Services to the Floods affected Populations in Canal/Pigi County, Jonglei State. PRF#JUBRRF221440",IOM,Multilateral: UN,HEALTH ACTION AFRICA,NGOs: National,South Sudan,SSD,IOM,4500206937
2022,101518,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Provision of emergency WASH And WASH-NFIs response to most affected population in Wokobu in Kapoeta North and Jie in Kapoeta East. PRF#JUBRRF221442",IOM,Multilateral: UN,RURAL ACTION AGAINST HUNGER,NGOs: National,South Sudan,SSD,IOM,4500207259
2022,99798,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Provision of integrated emergency Shelter NFIs and Gender Based Violence (GBV) prevention and response to the Flood affected communities in Rubkona county, Unity State. PRF#JUBRRF221444",IOM,Multilateral: UN,HOPE RESTORATION,NGOs: National,South Sudan,SSD,IOM,4500207284
2022,118443,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Emergency WASH and S/NFIs Scale up response to vulnerable populations displaced due to conflict in Abyei. PRF#JUBRRF221445",IOM,Multilateral: UN,CARE FOR CHILDREN AND OLD AGE,NGOs: National,South Sudan,SSD,IOM,4500207294
2022,86251,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Provision of Emergency Shelter and NFIs assistance to conflict - affected population in Leer County of Unity State. PRF#JUBRRF221446",IOM,Multilateral: UN,COMMUNITY INITIATIVE FOR DEVELOPMEN,NGOs: National,South Sudan,SSD,IOM,4500207361
2022,161430,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Provision of emergency and essential primary healthcare services for the Conflict Affected Population in Abyei. PRF#JUBRRF221443",IOM,Multilateral: UN,UNITED NETWORKS FOR HEALTH,NGOs: National,South Sudan,SSD,IOM,4500207387
2022,171861,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PO Note: Provision of Basic Emergency Lifesaving Health and Nutrition Services to IDPs and Host Communities Affected by Communal Conflicts in Magwi County of Eastern Equatoria State with reference to PRF#UBRRF221596.",IOM,Multilateral: UN,HEALTH LINK SOUTH SUDAN,NGOs: National,South Sudan,SSD,IOM,4500211196
2022,182615,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PO Note: Provision of Emergency Primary Health Care Services to Food insecure (IPC Phase 4) and Conflict Affected Population in Leer County, Unity State with reference to PRF JUBRRF221760.",IOM,Multilateral: UN,HEALTHCARE FOUNDATION ORGANIZATION,NGOs: Local,South Sudan,SSD,IOM,4500213024
2022,66991,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PO Note: RRF0311 - Emergency Shelter Response provision of agriculture and food security, health, protection, shelter and water sanitation to Mvolo county.",IOM,Multilateral: UN,YOUTH EMPOWERMENT AND DEVELOPMENT A,NGOs: National,South Sudan,SSD,IOM,4500219433
2022,176766,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PO Note: RRF0312 Provision of Emergency Lifesaving Nutrition Services to the Vulnerable Populations facing food insecurity (IPC 4) in Jie and Mogos Payams of Kapoeta East County, Eastern Equatoria State (EES).",IOM,Multilateral: UN,GRASSROOTS EMPOWERMENT AND,NGOs: National,South Sudan,SSD,IOM,4500219921
2022,70892,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PO Note: RRF 0314 - Provision of non Food Items to IDPs in Payams of Rumbek North County, Lakes State.",IOM,Multilateral: UN,TITI FOUNDATION,NGOs: International,South Sudan,SSD,IOM,4500221433
2022,91874,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Provision of integrated and comperhensive GBV in emergency response to conflict affected population in Tore and Wuji under PR No. 4200267821",IOM,Multilateral: UN,Narrative Hub,NGOs: National,South Sudan,SSD,IOM,4500223874
2022,148429,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PO Note:  RRF0316- Provision of Emergency WASH support to IPC 4 affected Communities in Duk County South Sudan with reference to PRF#4200276906",IOM,Multilateral: UN,Relief Corps Organization,NGOs: Local,South Sudan,SSD,IOM,4500226254
2022,83361,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Interim Financial Report from period  of July 15 - August 29, 2022 RRF0317 - Strengthening GBV response and prevention services for the vulnerable people in Emergency (IPC 4) in Rumbek North CountyLakes state.",IOM,Multilateral: UN,WOMEN AID VISION,NGOs: National,South Sudan,SSD,IOM,4500230937
2022,75047,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PO Note: RRF0318 - Emergency WASH response to the most vulnerable population in IPC 4 living in Jiech, Kuach-deng Pagil and Korwai Payams of Ayod county, Jonglei State with reference to PR#4200292433",IOM,Multilateral: UN,PEACE IN ACTION AND SOCIAL SERVICE,NGOs: National,South Sudan,SSD,IOM,4500232346
2022,119350,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Increase food security for 5,000 food insecure affected households in Ayod County through provision of emergency livelihoods kits and training. PRF#4200300271",IOM,Multilateral: UN,AFRICAN LEADERSHIP SKILLS,NGOs: National,South Sudan,SSD,IOM,4500240137
2022,132161,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Emergency Livelihood support to IPC 5 affected households in Pigi Canal. PRF#4200307509",IOM,Multilateral: UN,COMMUNITY AID FOR FISHERIES AND,NGOs: National,South Sudan,SSD,IOM,4500240629
2022,106296,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  RRF0320 - RCDI: Distribution of Emergency livelihood inputs to the most vulnerable IPC4 population in Mayom county –Unity State. PRF#4200300292",IOM,Multilateral: UN,RURAL COMMUNITY DEVELOPMENT,NGOs: National,South Sudan,SSD,IOM,4500244161
2022,124523,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  RRF0322- Payment for Reactive measles vaccination campaign in Mangalla and Lokiliri Payams of Juba County following measles outbreak in JubaCounty implemented by UNH with reference to PR#4200326501",IOM,Multilateral: UN,UNITED NETWORKS FOR HEALTH,NGOs: National,South Sudan,SSD,IOM,4500248444
2022,46622,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  1st Instalment Payment done after submission of the 1st Financial Report",IOM,Multilateral: UN,ACRA,NGOs: National,South Sudan,SSD,IOM,4500254530
2022,96851,"A Rapid Response Fund (RRF) Program responding to emergency needs of disaster affected populations in South Sudan under the states of the Greater Equatoria, Greater Upper Nile Lakes, Greater Bahr El Ghazal and Abyei Regions of South Sudan; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Provision of life-sustaining Non-Food Items (NFI) to 7,461 vulnerable people displaced by floods in Mundri West County, WesternEquatoria State under PRF #4200339531",IOM,Multilateral: UN,YOUTH EMPOWERMENT AND DEVELOPMENT A,NGOs: National,South Sudan,SSD,IOM,4500255520
2022,23498,"Evidence-Based Multi-Sectoral Emergency Assistance to Affected People in Bamingui-Bangoran Prefecture; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  SUIVI DE LA TRANSHUMANCE A BAMINGUI BABGORAN PRF 4200357158",IOM,Multilateral: UN,ASSOCIATION LE SAMARITAIN,NGOs: National,Central African Rep,CAF,IOM,4500264507
2022,67294,"Strengthening Community Resilience and Reducing Violence in Cameroon for the Humanitarian Development Peace Nexus; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; 000000000500000124-IP transfers – National CSOs",IOM,Multilateral: UN,STRATEGIC HUMANITARIAN SERVICES,NGOs: National,Cameroon,CMR,IOM,4500214021
2022,53227,"Strengthening Community Resilience and Reducing Violence in Cameroon for the Humanitarian Development Peace Nexus; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; 000000000500000124-IP transfers – National CSOs",IOM,Multilateral: UN,CARITAS DIOCESE OF KUMBA,NGOs: Internationally affiliated,Cameroon,CMR,IOM,4500214022
2022,33000,"Strengthening Community Resilience and Reducing Violence in Cameroon for the Humanitarian Development Peace Nexus; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  IOM Contribution for operationalization of the NEXUS project in Cameroon for the period of April to December 2022",IOM,Multilateral: UN,UNDP,Multilateral: UN,Cameroon,CMR,IOM,4500222135
2022,20974,"Strengthening Community Resilience and Reducing Violence in Cameroon for the Humanitarian Development Peace Nexus; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; 000000000500000124-IP transfers – National CSOs",IOM,Multilateral: UN,COMUNITY HUMANITARIAN EMERGENCY BOA,NGOs: National,Cameroon,CMR,IOM,4500234848
2022,7944,"Strengthening Community Resilience and Reducing Violence in Cameroon for the Humanitarian Development Peace Nexus; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Implementing partner activities for distribution of Shelter/NFIs kits and monitoring construction of shelters in the far North",IOM,Multilateral: UN,ASSOCIATION DES ANIMATEURS ET ENCAD,NGOs: National,Cameroon,CMR,IOM,4500254360
2022,20332,"Strengthening Community Resilience and Reducing Violence in Cameroon for the Humanitarian Development Peace Nexus; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Implementing Partners for NFI distribution in RMM implementation NW: NOV 2022- FEB 2023",IOM,Multilateral: UN,STRATEGIC HUMANITARIAN SERVICES,NGOs: National,Cameroon,CMR,IOM,4500258650
2022,12158,"Strengthening Community Resilience and Reducing Violence in Cameroon for the Humanitarian Development Peace Nexus; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Implementing Partners for NFI distribution in RMM implementation SW - NOV 2022 - FEB 2023",IOM,Multilateral: UN,CARITAS DIOCESE OF KUMBA,NGOs: Internationally affiliated,Cameroon,CMR,IOM,4500258651
2022,63708,"Strengthening Community Resilience and Reducing Violence in Cameroon for the Humanitarian Development Peace Nexus; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  CONTRAT IP  OF EARLY WARNING SYSTEMS TO BETTER INFORM THE RRM EXTREME NORD GROUP CONSUL",IOM,Multilateral: UN,ASSOCIATION CAMEROUNAISE POUR LE DI,NGOs: National,Cameroon,CMR,IOM,4500269025
2022,63708,"Strengthening Community Resilience and Reducing Violence in Cameroon for the Humanitarian Development Peace Nexus; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  AGREEMENT IP EWER IN FAR NORTH REGION CAMEROON",IOM,Multilateral: UN,AFRIQUE ESPOIR,NGOs: Local,Cameroon,CMR,IOM,4500269207
2022,968,"Everyone Counts - Inclusive Data for Stability and Development; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  UA1-2022-3006_IP services for distribution of thermal blankets, kitchen sets, water containers.",IOM,Multilateral: UN,NGO SPILNA SPRAVA,NGOs: National,Ukraine,UKR,IOM,4500211576
2022,585,"Everyone Counts - Inclusive Data for Stability and Development; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  IP services to distribution of solar lamps and baby hygiene kits",IOM,Multilateral: UN,FPC UKRAINIAN PRISM,NGOs: National,Ukraine,UKR,IOM,4500214382
2022,555,"Everyone Counts - Inclusive Data for Stability and Development; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  IP services to distribution of NFI, ESK, and other relief items in Ukraine",IOM,Multilateral: UN,BF PRAVO NA ZAKHYST,NGOs: National,Ukraine,UKR,IOM,4500214394
2022,2459,"Everyone Counts - Inclusive Data for Stability and Development; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  IP for data collection services and field operation support",IOM,Multilateral: UN,PO CYI TOP YOUTH,Unknown,Ukraine,UKR,IOM,4500218838
2022,21112,"Everyone Counts - Inclusive Data for Stability and Development; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR NO. (4200263871) UA1-2022-3015_IP_data ollection services_Ivano-Frankivsk_STAN  Type of contract signed: Service agreement  PO is for internal use  - financial tracking only (no signature required).",IOM,Multilateral: UN,NGO MO STAN,NGOs: National,Ukraine,UKR,IOM,4500220659
2022,27572,"Everyone Counts - Inclusive Data for Stability and Development; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR NO. (4200274898) UA1-2022-3019_Services of ZRCO EDELWEISS for Verification and Registration for Cash assistance  Type of contract signed: Service agreement LEG Advisory Code: UKR/SERV/AP0038/2022 Mission LEG Approval Code:UKR/SS/III097/2022  PO is for",IOM,Multilateral: UN,ZRCO EDELWEISS,NGOs: National,Ukraine,UKR,IOM,4500223778
2022,5445,"Everyone Counts - Inclusive Data for Stability and Development; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Our Reference: PR NO. (4200265336) UA1-2022-3016_IP_Data Collection Services_Chernivtsi_The Committee of Voters  Type of contract signed: Service agreement  PO is for internal use  - financial tracking only (no signature required). Created after service",IOM,Multilateral: UN,CHERNIVTSI COMMITTEE OF VOTERS,NGOs: National,Ukraine,UKR,IOM,4500235778
2022,29930,"Everyone Counts - Inclusive Data for Stability and Development; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  IP services_Household survey in Zakarpatska oblast",IOM,Multilateral: UN,ZRCO EDELWEISS,NGOs: National,Ukraine,UKR,IOM,4500261321
2022,9803,"Emergency Response for Populations Affected by Floods in Burundi; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; 000000000500000124-IP transfers – National CSOs",IOM,Multilateral: UN,CROIX ROUGE DU BURUNDI,Red Cross: National,Burundi,BDI,IOM,4500244484
2022,201300,"Providing Life-Saving Protection and Health-Care Support to Migrants and Other Populations in Vulnerable Situations in Lebanon; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT; 000000000500000123-IP transfers – International CSOs",IOM,Multilateral: UN,Migration Services and Development,NGOs: National,Lebanon,LBN,IOM,4500246854
2022,94000,"Providing Life-Saving Protection and Health-Care Support to Migrants and Other Populations in Vulnerable Situations in Lebanon; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  First instalment - due within fifteen (15) calendar days after the signature of the Agreement",IOM,Multilateral: UN,Legal Action Worldwide,NGOs: International,Lebanon,LBN,IOM,4500249231
2022,37000,"Providing Life-Saving Protection and Health-Care Support to Migrants and Other Populations in Vulnerable Situations in Lebanon; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  First instalment - due within fifteen (15) calendar days after the signature of the Agreement",IOM,Multilateral: UN,Caritas Lebanon Migrant Center,NGOs: Internationally affiliated,Lebanon,LBN,IOM,4500252718
2022,136700,"Providing Life-Saving Protection and Health-Care Support to Migrants and Other Populations in Vulnerable Situations in Lebanon; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  First instalment - due within fifteen (15) calendar days after the signature of the Agreement",IOM,Multilateral: UN,Centre Libanais des Droits Humains,NGOs: Local,Lebanon,LBN,IOM,4500252983
2022,214000,"Providing Life-Saving Protection and Health-Care Support to Migrants and Other Populations in Vulnerable Situations in Lebanon; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  First instalment - due within fifteen (15) calendar days after the signature of the Agreement",IOM,Multilateral: UN,Amel Association,NGOs: National,Lebanon,LBN,IOM,4500256539
2022,80500,"Providing Life-Saving Protection and Health-Care Support to Migrants and Other Populations in Vulnerable Situations in Lebanon; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  First instalment - due within fifteen (15) calendar days after the signature of the Agreement",IOM,Multilateral: UN,L'UNION POUR LA PROTECTION DE L'ENF,NGOs: National,Lebanon,LBN,IOM,4500256543
2022,1936,"Emergency Response to the Conflict in Ukraine through Multi-Purpose Cash, Shelter and Non-food Items; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  UA1-2022-3006_IP services for distribution of thermal blankets, kitchen sets, water containers.",IOM,Multilateral: UN,NGO SPILNA SPRAVA,NGOs: National,Ukraine,UKR,IOM,4500211576
2022,1170,"Emergency Response to the Conflict in Ukraine through Multi-Purpose Cash, Shelter and Non-food Items; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  IP services to distribution of solar lamps and baby hygiene kits",IOM,Multilateral: UN,FPC UKRAINIAN PRISM,NGOs: National,Ukraine,UKR,IOM,4500214382
2022,1111,"Emergency Response to the Conflict in Ukraine through Multi-Purpose Cash, Shelter and Non-food Items; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  IP services to distribution of NFI, ESK, and other relief items in Ukraine",IOM,Multilateral: UN,BF PRAVO NA ZAKHYST,NGOs: National,Ukraine,UKR,IOM,4500214394
2022,2459,"Emergency Response to the Conflict in Ukraine through Multi-Purpose Cash, Shelter and Non-food Items; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  IP for data collection services and field operation support",IOM,Multilateral: UN,PO CYI TOP YOUTH,Unknown,Ukraine,UKR,IOM,4500218838
2022,601,"Emergency Response to the Conflict in Ukraine through Multi-Purpose Cash, Shelter and Non-food Items; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Our Reference: PR NO. (4200257052) UA1-2022-3010_Services of the CF"" Charity Foundation"" East-SOS"" in Ukraine Type of contract signed: Framework Agreement PO is for internal use  - financial tracking only (no signature required).",IOM,Multilateral: UN,BF VOSTOK-SOS,NGOs: National,Ukraine,UKR,IOM,4500221488
2022,10921,"Emergency Response to the Conflict in Ukraine through Multi-Purpose Cash, Shelter and Non-food Items; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Our Reference: PR NO. (4200256993) UA1-2022-3012_IP for NFI items distribution_NGO Rotary Club Kyiv International Type of contract signed: Framework Agreement PO is for internal use  - financial tracking only (no signature required).",IOM,Multilateral: UN,HO ROTARI KLUB KYIV INTERNESHENAL,NGOs: National,Ukraine,UKR,IOM,4500221500
2022,820,"Emergency Response to the Conflict in Ukraine through Multi-Purpose Cash, Shelter and Non-food Items; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR NO. (4200257010) UA1-2022-3011_Services of Taras Shevchenko Ternopil Regional Association of Ukrainian Society ""Prosvita""  Type of contract signed: Framework agreement NFIS/UA/2022/019 dd 04.04.2022  PO is for internal use  - financial tracking only (",IOM,Multilateral: UN,PROSVITA IM.TARASA SHEVCHENKA,NGOs: National,Ukraine,UKR,IOM,4500222876
2022,6670,"Emergency Response to the Conflict in Ukraine through Multi-Purpose Cash, Shelter and Non-food Items; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Our Reference: PR NO. (4200284159) UA1-2022-3023_IP_NFIs distribution_Vinnitsa Oblast  Type of contract signed: Agreement  PO is for internal use  - financial tracking only (no signature required). Created after service is rendered.",IOM,Multilateral: UN,NGO SPILNA SPRAVA,NGOs: National,Ukraine,UKR,IOM,4500227752
2022,5445,"Emergency Response to the Conflict in Ukraine through Multi-Purpose Cash, Shelter and Non-food Items; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Our Reference: PR NO. (4200265336) UA1-2022-3016_IP_Data Collection Services_Chernivtsi_The Committee of Voters  Type of contract signed: Service agreement  PO is for internal use  - financial tracking only (no signature required). Created after service",IOM,Multilateral: UN,CHERNIVTSI COMMITTEE OF VOTERS,NGOs: National,Ukraine,UKR,IOM,4500235778
2022,1786,"Emergency Response to the Conflict in Ukraine through Multi-Purpose Cash, Shelter and Non-food Items; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  Our Reference: PR NO. (4200256951) UA1-2022-3018_IP Services of the All-Ukrainian NGO Ukrainian Association of Business Support Centers in Ukraine  Type of contract signed: Framework agreement  PO is for internal use  - financial tracking only (no signat",IOM,Multilateral: UN,NGO UKRAINSKA ASOTSIATSIIA TSENTRIV,NGOs: National,Ukraine,UKR,IOM,4500238402
2022,12441,"Emergency Response to the Conflict in Ukraine through Multi-Purpose Cash, Shelter and Non-food Items; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR NO. (4200266632) UA1-2022-3017_IP_Distribution of NFIs in Zakarpatska oblast  Type of contract signed: Framework agreement  PO is for internal use  - financial tracking only (no signature required)",IOM,Multilateral: UN,ZRCO EDELWEISS,NGOs: National,Ukraine,UKR,IOM,4500238506
2022,25000,"Emergency Water Sanitation and Hygiene (WASH) Support to Crises Affected Population of Somali Region, Ethiopia; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  SNFI0102 - IP EMCO WASH support to Crises affected population in Tuliguled, Somali Region",IOM,Multilateral: UN,Ethio-Somali Mother&Child-HealthOrg,NGOs: National,Ethiopia,ETH,IOM,4500220627
2022,226647,"Lifesaving Assistance for Conflict-Affected People in Ukraine and Neighbouring Countries; MOVEMENT, EMERGENCY AND POST-CRISIS MIGRATION MANAGEMENT;  PR 4200267246 Long term safe accomodation, transportatin <(>&<)> environment with basic needs for persons displace by the conflict in Ukraine",IOM,Multilateral: UN,ADRA,NGOs: International,Hungary,HUN,IOM,4500221528
